Team,xG,Goals,Home/Away,Game
Leeds,2.97,5,Home,Leeds 5-2 Newcastle
Newcastle,1.80,2,Away,Leeds 5-2 Newcastle
Arsenal,0.65,1,Home,Arsenal 1-1 Southampton
Southampton,1.12,1,Away,Arsenal 1-1 Southampton
Juventus,3.03,1,Home,Juventus 1-1 Atalanta
Atalanta,1.18,1,Away,Juventus 1-1 Atalanta
Raheem Sterling,1.04,0,Home,Raheem Sterling 0-1 West Brom
West Brom,0.35,1,Away,Raheem Sterling 0-1 West Brom
Man City,2.98,1,Home,Man City 1-1 West Brom
West Brom,0.35,1,Away,Man City 1-1 West Brom
Wolves,0.65,2,Home,Wolves 2-1 Chelsea
Chelsea,1.77,1,Away,Wolves 2-1 Chelsea
PSG,0.27,0,Home,PSG 0-1 Lyon
Lyon,0.88,1,Away,PSG 0-1 Lyon
Barcelona,2.91,1,Home,Barcelona 1-0 Levante
Levante,1.15,0,Away,Barcelona 1-0 Levante
Leicester,1.82,3,Home,Leicester 3-0 Brighton
Brighton,0.94,0,Away,Leicester 3-0 Brighton
Arsenal,2.06,0,Home,Arsenal 0-1 Burnley
Burnley,1.30,1,Away,Arsenal 0-1 Burnley
Fulham,1.78,1,Home,Fulham 1-1 1-1 (1.78) Liverpool
1-1 (1.78) Liverpool,1.78,1,Away,Fulham 1-1 1-1 (1.78) Liverpool
C Palace,1.97,1,Home,C Palace 1-1 Tottenham
Tottenham,1.44,1,Away,C Palace 1-1 Tottenham
Southampton,2.28,3,Home,Southampton 3-0 Sheffield Utd
Sheffield Utd,0.25,0,Away,Southampton 3-0 Sheffield Utd
Real Madrid,0.76,2,Home,Real Madrid 2-0 Atletico
Atletico,0.91,0,Away,Real Madrid 2-0 Atletico
Everton,1.34,1,Home,Everton 1-0 Chelsea
Chelsea,1.09,0,Away,Everton 1-0 Chelsea
Union Berlin,1.23,1,Home,Union Berlin 1-1 Bayern
Bayern,1.21,1,Away,Union Berlin 1-1 Bayern
Man Utd,0.68,0,Home,Man Utd 0-0 Man City
Man City,1.43,0,Away,Man Utd 0-0 Man City
Newcastle,1.14,2,Home,Newcastle 2-1 West Brom
West Brom,0.77,1,Away,Newcastle 2-1 West Brom
Dortmund,0.90,1,Home,Dortmund 1-5 Stuttgart
Stuttgart,3.26,5,Away,Dortmund 1-5 Stuttgart
Wolves,1.27,0,Home,Wolves 0-1 Aston Villa
Aston Villa,1.33,1,Away,Wolves 0-1 Aston Villa
Leeds,1.81,1,Home,Leeds 1-2 West Ham
West Ham,2.28,2,Away,Leeds 1-2 West Ham
Leicester,1.82,2,Home,Leicester 2-0 AEK Athens
AEK Athens,0.24,0,Away,Leicester 2-0 AEK Athens
Tottenham,3.25,2,Home,Tottenham 2-0 Antwerp
Antwerp,0.05,0,Away,Tottenham 2-0 Antwerp
Dundalk,0.33,2,Home,Dundalk 2-4 Arsenal
Arsenal,1.86,4,Away,Dundalk 2-4 Arsenal
Inter Milan,1.84,0,Home,Inter Milan 0-0 Shakhtar
Shakhtar,0.39,0,Away,Inter Milan 0-0 Shakhtar
Man City,3.17,3,Home,Man City 3-0 Marseille
Marseille,0.67,0,Away,Man City 3-0 Marseille
Real Madrid,3.20,2,Home,Real Madrid 2-0 M’gladbach
M’gladbach,0.71,0,Away,Real Madrid 2-0 M’gladbach
Midtjylland,2.92,1,Home,Midtjylland 1-1 Liverpool
Liverpool,1.35,1,Away,Midtjylland 1-1 Liverpool
Ajax,0.74,0,Home,Ajax 0-1 Atalanta
Atalanta,0.92,1,Away,Ajax 0-1 Atalanta
Chelsea,2.58,1,Home,Chelsea 1-1 Krasnodar
Krasnodar,0.33,1,Away,Chelsea 1-1 Krasnodar
Barcelona,0.90,0,Home,Barcelona 0-3 Juventus
Juventus,2.43,3,Away,Barcelona 0-3 Juventus
Leipzig,1.67,3,Home,Leipzig 3-2 Man Utd
Man Utd,2.26,2,Away,Leipzig 3-2 Man Utd
Brighton,2.06,1,Home,Brighton 1-2 Southampton
Southampton,1.46,2,Away,Brighton 1-2 Southampton
Liverpool,1.74,4,Home,Liverpool 4-0 Wolves
Wolves,0.48,0,Away,Liverpool 4-0 Wolves
Spurs,0.27,2,Home,Spurs 2-0 Arsenal
Arsenal,0.61,0,Away,Spurs 2-0 Arsenal
Sheffield Utd,0.33,1,Home,Sheffield Utd 1-2 Leicester
Leicester,1.50,2,Away,Sheffield Utd 1-2 Leicester
West Brom,0.62,1,Home,West Brom 1-5 C Palace
C Palace,1.78,5,Away,West Brom 1-5 C Palace
Cadiz,2.16,2,Home,Cadiz 2-1 Barcelona
Barcelona,1.79,1,Away,Cadiz 2-1 Barcelona
Chelsea,4.35,3,Home,Chelsea 3-1 Leeds
Leeds,0.97,1,Away,Chelsea 3-1 Leeds
Bayern,1.09,3,Home,Bayern 3-3 RB Leipzig
RB Leipzig,1.17,3,Away,Bayern 3-3 RB Leipzig
West Ham,2.79,1,Home,West Ham 1-3 Man Utd
Man Utd,1.30,3,Away,West Ham 1-3 Man Utd
Man City,3.36,2,Home,Man City 2-0 Fulham
Fulham,0.29,0,Away,Man City 2-0 Fulham
Burnley,0.93,1,Home,Burnley 1-1 Everton
Everton,2.29,1,Away,Burnley 1-1 Everton
Arsenal,3.84,4,Home,Arsenal 4-1 Rapid Wien
Rapid Wien,1.20,1,Away,Arsenal 4-1 Rapid Wien
LASK,0.98,3,Home,LASK 3-3 Tottenham
Tottenham,2.17,3,Away,LASK 3-3 Tottenham
Sevilla,1.55,0,Home,Sevilla 0-4 Olivier Giroud
Olivier Giroud,1.52,4,Away,Sevilla 0-4 Olivier Giroud
Man Utd,1.27,1,Home,Man Utd 1-3 PSG
PSG,2.89,3,Away,Man Utd 1-3 PSG
Sevilla,1.55,0,Home,Sevilla 0-4 Chelsea
Chelsea,2.45,4,Away,Sevilla 0-4 Chelsea
Atletico,1.60,1,Home,Atletico 1-1 Bayern
Bayern,1.09,1,Away,Atletico 1-1 Bayern
Porto,0.03,0,Home,Porto 0-0 Man City
Man City,3.15,0,Away,Porto 0-0 Man City
Liverpool,2.58,1,Home,Liverpool 1-0 Ajax
Ajax,1.64,0,Away,Liverpool 1-0 Ajax
Shakhtar,1.47,2,Home,Shakhtar 2-0 Real Madrid
Real Madrid,1.46,0,Away,Shakhtar 2-0 Real Madrid
West Ham,0.65,2,Home,West Ham 2-0 Ollie Watkins
Ollie Watkins,1.41,0,Away,West Ham 2-0 Ollie Watkins
West Ham,0.65,2,Home,West Ham 2-1 Aston Villa
Aston Villa,2.89,1,Away,West Ham 2-1 Aston Villa
Leicester,1.58,1,Home,Leicester 1-2 Fulham
Fulham,2.00,2,Away,Leicester 1-2 Fulham
Leicester,0.94,0,Home,Leicester 0-2 Fulham
Fulham,1.56,2,Away,Leicester 0-2 Fulham
Arsenal,0.83,1,Home,Arsenal 1-2 Wolves
Wolves,2.33,2,Away,Arsenal 1-2 Wolves
Chelsea,0.96,0,Home,Chelsea 0-0 Spurs
Spurs,0.17,0,Away,Chelsea 0-0 Spurs
Southampton,0.48,2,Home,Southampton 2-3 Man Utd
Man Utd,3.01,3,Away,Southampton 2-3 Man Utd
Barcelona,3.82,4,Home,Barcelona 4-0 Osasuna
Osasuna,1.95,0,Away,Barcelona 4-0 Osasuna
Everton,1.57,0,Home,Everton 0-1 Leeds
Leeds,3.24,1,Away,Everton 0-1 Leeds
Mahrez,0.95,3,Home,Mahrez 3-0 Burnley
Burnley,0.46,0,Away,Mahrez 3-0 Burnley
Man City,1.93,5,Home,Man City 5-0 Burnley
Burnley,0.46,0,Away,Man City 5-0 Burnley
Stuttgart,1.42,1,Home,Stuttgart 1-3 Bayern Munich
Bayern Munich,0.80,3,Away,Stuttgart 1-3 Bayern Munich
Brighton,2.29,1,Home,Brighton 1-1 Liverpool
Liverpool,0.42,1,Away,Brighton 1-1 Liverpool
C Palace,0.62,0,Home,C Palace 0-2 Newcastle
Newcastle,1.45,2,Away,C Palace 0-2 Newcastle
Wolfsburg,1.37,5,Home,Wolfsburg 5-3 Werder Bremen
Werder Bremen,0.84,3,Away,Wolfsburg 5-3 Werder Bremen
Spurs,3.58,4,Home,Spurs 4-0 Ludogorets
Ludogorets,0.00,0,Away,Spurs 4-0 Ludogorets
Braga,1.93,3,Home,Braga 3-3 Leicester
Leicester,2.58,3,Away,Braga 3-3 Leicester
FT: Molde,1.22,0,Home,FT: Molde 0-3 Arsenal
Arsenal,2.60,3,Away,FT: Molde 0-3 Arsenal
Molde,1.04,0,Home,Molde 0-0 Arsenal
Arsenal,0.59,0,Away,Molde 0-0 Arsenal
Liverpool,0.19,0,Home,Liverpool 0-2 Atalanta
Atalanta,1.46,2,Away,Liverpool 0-2 Atalanta
Bayern,1.37,3,Home,Bayern 3-1 Salzburg
Salzburg,3.50,1,Away,Bayern 3-1 Salzburg
Olympiacos,0.18,0,Home,Olympiacos 0-1 Man City
Man City,2.35,1,Away,Olympiacos 0-1 Man City
PSG,1.14,1,Home,PSG 1-0 RB Leipzig
RB Leipzig,0.93,0,Away,PSG 1-0 RB Leipzig
Dynamo Kyiv,0.37,0,Home,Dynamo Kyiv 0-4 Barcelona
Barcelona,3.11,4,Away,Dynamo Kyiv 0-4 Barcelona
Man Utd,3.55,4,Home,Man Utd 4-1 Besaksehir
Besaksehir,1.52,1,Away,Man Utd 4-1 Besaksehir
Rennes,1.26,1,Home,Rennes 1-2 Chelsea
Chelsea,2.19,2,Away,Rennes 1-2 Chelsea
Wolves,1.97,1,Home,Wolves 1-1 Southampton
Southampton,1.00,1,Away,Wolves 1-1 Southampton
Burnley,1.72,1,Home,Burnley 1-0 Crystal Palace
Crystal Palace,1.26,0,Away,Burnley 1-0 Crystal Palace
Firmino,1.62,1,Home,Firmino 1-0 Leicester
Leicester,1.21,0,Away,Firmino 1-0 Leicester
Liverpool,3.88,3,Home,Liverpool 3-0 Leicester
Leicester,1.21,0,Away,Liverpool 3-0 Leicester
Leeds,2.19,0,Home,Leeds 0-0 Arsenal
Arsenal,0.74,0,Away,Leeds 0-0 Arsenal
Sheffield Utd,0.75,0,Home,Sheffield Utd 0-1 West Ham
West Ham,2.45,1,Away,Sheffield Utd 0-1 West Ham
Fulham,1.94,2,Home,Fulham 2-3 Everton
Everton,1.96,3,Away,Fulham 2-3 Everton
Atletico,0.62,1,Home,Atletico 1-0 Barcelona
Barcelona,1.68,0,Away,Atletico 1-0 Barcelona
Man Utd,2.47,1,Home,Man Utd 1-0 West Brom
West Brom,0.50,0,Away,Man Utd 1-0 West Brom
Spurs,0.79,2,Home,Spurs 2-0 Man City
Man City,2.18,0,Away,Spurs 2-0 Man City
Aston Villa,2.35,1,Home,Aston Villa 1-2 Brighton
Brighton,1.41,2,Away,Aston Villa 1-2 Brighton
Newcastle,0.54,0,Home,Newcastle 0-2 Chelsea
Chelsea,2.03,2,Away,Newcastle 0-2 Chelsea
FT: England,2.73,4,Home,FT: England 4-0 Iceland
Iceland,0.08,0,Away,FT: England 4-0 Iceland
Ferran Torres,1.28,3,Home,Ferran Torres 3-0 Germany
Germany,0.12,0,Away,Ferran Torres 3-0 Germany
Spain,3.47,6,Home,Spain 6-0 Germany
Germany,0.12,0,Away,Spain 6-0 Germany
Valencia,2.58,4,Home,Valencia 4-1 Real Madrid
Real Madrid,1.26,1,Away,Valencia 4-1 Real Madrid
Arsenal,1.57,0,Home,Arsenal 0-3 Aston Villa
Aston Villa,2.40,3,Away,Arsenal 0-3 Aston Villa
Man City,1.84,1,Home,Man City 1-1 Liverpool
Liverpool,1.29,1,Away,Man City 1-1 Liverpool
Leicester,2.19,1,Home,Leicester 1-0 Wolves
Wolves,0.73,0,Away,Leicester 1-0 Wolves
West Brom,0.92,0,Home,West Brom 0-1 Tottenham
Tottenham,1.95,1,Away,West Brom 0-1 Tottenham
Dortmund,2.68,2,Home,Dortmund 2-3 Bayern
Bayern,1.48,3,Away,Dortmund 2-3 Bayern
Chelsea,2.80,4,Home,Chelsea 4-1 Sheffield Utd
Sheffield Utd,0.79,1,Away,Chelsea 4-1 Sheffield Utd
Barcelona,4.54,5,Home,Barcelona 5-2 Real Betis
Real Betis,1.17,2,Away,Barcelona 5-2 Real Betis
C Palace,0.88,4,Home,C Palace 4-1 Leeds
Leeds,1.03,1,Away,C Palace 4-1 Leeds
Everton,0.38,1,Home,Everton 1-3 Man Utd
Man Utd,2.26,3,Away,Everton 1-3 Man Utd
Southampton,1.05,2,Home,Southampton 2-0 Newcastle
Newcastle,0.31,0,Away,Southampton 2-0 Newcastle
Brighton,1.82,0,Home,Brighton 0-0 Burnley
Burnley,0.52,0,Away,Brighton 0-0 Burnley
Real Sociedad,4.87,1,Home,Real Sociedad 1-0 AZ Alkmaar
AZ Alkmaar,0.22,0,Away,Real Sociedad 1-0 AZ Alkmaar
Ludogorets,0.74,1,Home,Ludogorets 1-3 Tottenham
Tottenham,4.34,3,Away,Ludogorets 1-3 Tottenham
Barcelona,4.35,2,Home,Barcelona 2-1 Dynamo Kyiv
Dynamo Kyiv,2.49,1,Away,Barcelona 2-1 Dynamo Kyiv
Chelsea,3.08,3,Home,Chelsea 3-0 Rennes
Rennes,0.73,0,Away,Chelsea 3-0 Rennes
Basaksehir,1.19,2,Home,Basaksehir 2-1 Man Utd
Man Utd,0.54,1,Away,Basaksehir 2-1 Man Utd
Atalanta,1.28,0,Home,Atalanta 0-3 Diogo Jota
Diogo Jota,1.17,3,Away,Atalanta 0-3 Diogo Jota
Man City,1.66,3,Home,Man City 3-0 Olympiakos
Olympiakos,0.43,0,Away,Man City 3-0 Olympiakos
Atalanta,1.28,0,Home,Atalanta 0-5 Liverpool
Liverpool,2.49,5,Away,Atalanta 0-5 Liverpool
Real Madrid,0.92,3,Home,Real Madrid 3-2 Inter Milan
Inter Milan,0.75,2,Away,Real Madrid 3-2 Inter Milan
Blackburn,0.13,0,Home,Blackburn 0-0 Middlesbrough
Middlesbrough,2.37,0,Away,Blackburn 0-0 Middlesbrough
Shakhtar,0.50,0,Home,Shakhtar 0-6 Monchengladbach
Monchengladbach,2.41,6,Away,Shakhtar 0-6 Monchengladbach
Leeds,1.42,1,Home,Leeds 1-4 Leicester
Leicester,3.20,4,Away,Leeds 1-4 Leicester
Tottenham,2.03,2,Home,Tottenham 2-1 Brighton
Brighton,0.40,1,Away,Tottenham 2-1 Brighton
Man Utd,0.38,0,Home,Man Utd 0-1 Arsenal
Arsenal,1.09,1,Away,Man Utd 0-1 Arsenal
Newcastle,2.38,2,Home,Newcastle 2-1 Everton
Everton,1.35,1,Away,Newcastle 2-1 Everton
Aston Villa,2.67,3,Home,Aston Villa 3-4 Southampton
Southampton,0.80,4,Away,Aston Villa 3-4 Southampton
Deportivo,0.97,1,Home,Deportivo 1-1 Barcelona
Barcelona,2.26,1,Away,Deportivo 1-1 Barcelona
Inter Milan,3.04,2,Home,Inter Milan 2-2 Parma
Parma,0.83,2,Away,Inter Milan 2-2 Parma
Liverpool,1.58,2,Home,Liverpool 2-1 West Ham
West Ham,0.35,1,Away,Liverpool 2-1 West Ham
Burnley,0.34,0,Home,Burnley 0-3 Chelsea
Chelsea,1.40,3,Away,Burnley 0-3 Chelsea
Sheffield Utd,0.31,0,Home,Sheffield Utd 0-1 Man City
Man City,1.75,1,Away,Sheffield Utd 0-1 Man City
Wolves,1.69,2,Home,Wolves 2-0 C Palace
C Palace,0.87,0,Away,Wolves 2-0 C Palace
Arsenal,3.48,3,Home,Arsenal 3-0 Dundalk
Dundalk,0.09,0,Away,Arsenal 3-0 Dundalk
Lille,2.83,2,Home,Lille 2-2 Celtic
Celtic,0.51,2,Away,Lille 2-2 Celtic
Antwerp,1.56,1,Home,Antwerp 1-0 Tottenham
Tottenham,0.83,0,Away,Antwerp 1-0 Tottenham
Juventus,0.29,0,Home,Juventus 0-2 Barcelona
Barcelona,2.31,2,Away,Juventus 0-2 Barcelona
Man Utd,2.48,5,Home,Man Utd 5-0 RB Leipzig
RB Leipzig,0.44,0,Away,Man Utd 5-0 RB Leipzig
Krasnodar,0.62,0,Home,Krasnodar 0-4 Chelsea
Chelsea,2.77,4,Away,Krasnodar 0-4 Chelsea
M’gladbach,1.35,2,Home,M’gladbach 2-2 Real Madrid
Real Madrid,3.03,2,Away,M’gladbach 2-2 Real Madrid
Marseille,0.05,0,Home,Marseille 0-3 Man City
Man City,1.99,3,Away,Marseille 0-3 Man City
Liverpool,1.82,2,Home,Liverpool 2-0 Midtjylland
Midtjylland,1.37,0,Away,Liverpool 2-0 Midtjylland
Shakhtar,0.07,0,Home,Shakhtar 0-0 Lukaku
Lukaku,0.88,0,Away,Shakhtar 0-0 Lukaku
Lokomotiv,2.04,1,Home,Lokomotiv 1-2 Bayern
Bayern,2.85,2,Away,Lokomotiv 1-2 Bayern
Shakhtar,0.07,0,Home,Shakhtar 0-0 Inter Milan
Inter Milan,2.09,0,Away,Shakhtar 0-0 Inter Milan
AC Milan,2.96,3,Home,AC Milan 3-3 Roma
Roma,2.38,3,Away,AC Milan 3-3 Roma
Burnley,1.15,0,Home,Burnley 0-1 Tottenham
Tottenham,0.82,1,Away,Burnley 0-1 Tottenham
Arsenal,1.27,0,Home,Arsenal 0-1 Leicester
Leicester,0.79,1,Away,Arsenal 0-1 Leicester
Wolves,0.74,1,Home,Wolves 1-1 Newcastle
Newcastle,0.33,1,Away,Wolves 1-1 Newcastle
Southampton,0.62,2,Home,Southampton 2-0 Everton
Everton,0.31,0,Away,Southampton 2-0 Everton
Liverpool,2.80,2,Home,Liverpool 2-1 Sheffield Utd
Sheffield Utd,1.61,1,Away,Liverpool 2-1 Sheffield Utd
Man Utd,0.73,0,Home,Man Utd 0-0 Chelsea
Chelsea,0.25,0,Away,Man Utd 0-0 Chelsea
Venlo,0.17,0,Home,Venlo 0-13 Ajax
Ajax,7.02,13,Away,Venlo 0-13 Ajax
Barcelona,1.91,1,Home,Barcelona 1-3 Real Madrid
Real Madrid,3.64,3,Away,Barcelona 1-3 Real Madrid
Fulham,1.00,1,Home,Fulham 1-2 C Palace
C Palace,2.68,2,Away,Fulham 1-2 C Palace
West Ham,0.37,1,Home,West Ham 1-1 Man City
Man City,1.08,1,Away,West Ham 1-1 Man City
Aston Villa,1.45,0,Home,Aston Villa 0-3 Leeds
Leeds,2.23,3,Away,Aston Villa 0-3 Leeds
Celtic,1.02,1,Home,Celtic 1-3 AC Milan
AC Milan,0.79,3,Away,Celtic 1-3 AC Milan
Leverkusen,1.86,6,Home,Leverkusen 6-2 Nice
Nice,1.01,2,Away,Leverkusen 6-2 Nice
Rapid Wien,1.24,1,Home,Rapid Wien 1-2 Arsenal
Arsenal,1.67,2,Away,Rapid Wien 1-2 Arsenal
Inter,3.19,2,Home,Inter 2-2 Monchengladbach
Monchengladbach,1.42,2,Away,Inter 2-2 Monchengladbach
Man City,1.70,3,Home,Man City 3-1 Porto
Porto,0.33,1,Away,Man City 3-1 Porto
Ajax,1.67,0,Home,Ajax 0-1 Liverpool
Liverpool,1.19,1,Away,Ajax 0-1 Liverpool
Bayern,3.08,4,Home,Bayern 4-0 Atletico Madrid
Atletico Madrid,0.41,0,Away,Bayern 4-0 Atletico Madrid
Real Madrid,1.15,2,Home,Real Madrid 2-3 Shakhtar
Shakhtar,1.59,3,Away,Real Madrid 2-3 Shakhtar
Leipzig,1.27,2,Home,Leipzig 2-0 Basaksehir
Basaksehir,1.23,0,Away,Leipzig 2-0 Basaksehir
Chelsea,0.43,0,Home,Chelsea 0-0 Sevilla
Sevilla,0.28,0,Away,Chelsea 0-0 Sevilla
PSG,1.91,1,Home,PSG 1-2 Man Utd
Man Utd,1.71,2,Away,PSG 1-2 Man Utd
Lazio,1.64,3,Home,Lazio 3-1 Dortmund
Dortmund,1.98,1,Away,Lazio 3-1 Dortmund
Barcelona,2.80,5,Home,Barcelona 5-1 Ferencvaros
Ferencvaros,1.20,1,Away,Barcelona 5-1 Ferencvaros
Leeds,1.37,0,Home,Leeds 0-1 Wolves
Wolves,0.65,1,Away,Leeds 0-1 Wolves
Leicester,0.65,0,Home,Leicester 0-1 Aston Villa
Aston Villa,0.91,1,Away,Leicester 0-1 Aston Villa
Tottenham,1.72,3,Home,Tottenham 3-3 West Ham
West Ham,1.84,3,Away,Tottenham 3-3 West Ham
Sheffield Utd,2.18,1,Home,Sheffield Utd 1-1 Fulham
Fulham,1.79,1,Away,Sheffield Utd 1-1 Fulham
Getafe,1.84,1,Home,Getafe 1-0 Barcelona
Barcelona,0.95,0,Away,Getafe 1-0 Barcelona
Newcastle,1.07,1,Home,Newcastle 1-4 Man Utd
Man Utd,2.51,4,Away,Newcastle 1-4 Man Utd
Real Madrid,1.20,0,Home,Real Madrid 0-1 Cadiz
Cadiz,2.03,1,Away,Real Madrid 0-1 Cadiz
Man City,1.46,1,Home,Man City 1-0 Arsenal
Arsenal,0.92,0,Away,Man City 1-0 Arsenal
Inter Milan,2.85,1,Home,Inter Milan 1-2 AC Milan
AC Milan,2.18,2,Away,Inter Milan 1-2 AC Milan
Celta Vigo,2.46,0,Home,Celta Vigo 0-2 Atletico
Atletico,1.05,2,Away,Celta Vigo 0-2 Atletico
Chelsea,1.92,3,Home,Chelsea 3-3 Southampton
Southampton,1.91,3,Away,Chelsea 3-3 Southampton
Everton,1.40,2,Home,Everton 2-2 Liverpool
Liverpool,2.79,2,Away,Everton 2-2 Liverpool
Barcelona,0.94,1,Home,Barcelona 1-1 Sevilla
Sevilla,1.80,1,Away,Barcelona 1-1 Sevilla
Aston Villa,3.76,7,Home,Aston Villa 7-2 Liverpool
Liverpool,1.62,2,Away,Aston Villa 7-2 Liverpool
Bayern,4.02,4,Home,Bayern 4-3 Hertha Berlin
Hertha Berlin,1.35,3,Away,Bayern 4-3 Hertha Berlin
Man Utd,0.97,1,Home,Man Utd 1-6 Tottenham
Tottenham,3.71,6,Away,Man Utd 1-6 Tottenham
Arsenal,0.61,2,Home,Arsenal 2-1 Sheffield Utd
Sheffield Utd,0.29,1,Away,Arsenal 2-1 Sheffield Utd
Leicester,0.54,0,Home,Leicester 0-3 West Ham
West Ham,1.98,3,Away,Leicester 0-3 West Ham
Leeds,2.67,1,Home,Leeds 1-1 Man City
Man City,1.44,1,Away,Leeds 1-1 Man City
Everton,2.03,4,Home,Everton 4-2 Brighton
Brighton,1.37,2,Away,Everton 4-2 Brighton
Chelsea,3.10,4,Home,Chelsea 4-0 C Palace
C Palace,0.15,0,Away,Chelsea 4-0 C Palace
PSG,2.15,6,Home,PSG 6-1 Angers
Angers,1.14,1,Away,PSG 6-1 Angers
Liverpool,2.84,3,Home,Liverpool 3-1 Arsenal
Arsenal,1.40,1,Away,Liverpool 3-1 Arsenal
Fulham,0.71,0,Home,Fulham 0-3 Aston Villa
Aston Villa,2.38,3,Away,Fulham 0-3 Aston Villa
West Ham,3.35,4,Home,West Ham 4-0 Wolves
Wolves,0.47,0,Away,West Ham 4-0 Wolves
Man City,1.55,2,Home,Man City 2-5 Leicester
Leicester,3.02,5,Away,Man City 2-5 Leicester
Atletico,3.73,6,Home,Atletico 6-1 Granada
Granada,1.72,1,Away,Atletico 6-1 Granada
Hoffenheim,2.36,4,Home,Hoffenheim 4-1 Bayern
Bayern,1.73,1,Away,Hoffenheim 4-1 Bayern
Tottenham,3.63,1,Home,Tottenham 1-1 Newcastle
Newcastle,0.98,1,Away,Tottenham 1-1 Newcastle
Sheffield Utd,1.74,0,Home,Sheffield Utd 0-1 Leeds
Leeds,1.34,1,Away,Sheffield Utd 0-1 Leeds
West Brom,0.65,3,Home,West Brom 3-3 Chelsea
Chelsea,2.58,3,Away,West Brom 3-3 Chelsea
Brighton,3.03,2,Home,Brighton 2-3 Man Utd
Man Utd,1.91,3,Away,Brighton 2-3 Man Utd
Wolves,0.83,1,Home,Wolves 1-3 Man City
Man City,2.12,3,Away,Wolves 1-3 Man City
Leicester,0.98,4,Home,Leicester 4-2 Burnley
Burnley,1.41,2,Away,Leicester 4-2 Burnley
Chelsea,1.04,0,Home,Chelsea 0-2 Liverpool
Liverpool,1.74,2,Away,Chelsea 0-2 Liverpool
Southampton,2.58,2,Home,Southampton 2-5 Spurs
Spurs,2.31,5,Away,Southampton 2-5 Spurs
Arsenal,1.53,2,Home,Arsenal 2-1 West Ham
West Ham,2.46,1,Away,Arsenal 2-1 West Ham
Man Utd,1.42,1,Home,Man Utd 1-3 C Palace
C Palace,1.89,3,Away,Man Utd 1-3 C Palace
Leeds,1.65,4,Home,Leeds 4-3 Fulham
Fulham,1.33,3,Away,Leeds 4-3 Fulham
Everton,4.17,5,Home,Everton 5-2 West Brom
West Brom,0.30,2,Away,Everton 5-2 West Brom
Bayern,4.32,8,Home,Bayern 8-0 Schalke
Schalke,0.16,0,Away,Bayern 8-0 Schalke
Brighton,1.70,1,Home,Brighton 1-3 Chelsea
Chelsea,1.44,3,Away,Brighton 1-3 Chelsea
Sheffield Utd,1.15,0,Home,Sheffield Utd 0-2 Wolves
Wolves,1.78,2,Away,Sheffield Utd 0-2 Wolves
PSG,2.26,0,Home,PSG 0-1 Marseille
Marseille,0.57,1,Away,PSG 0-1 Marseille
Tottenham,1.10,0,Home,Tottenham 0-1 Everton
Everton,1.22,1,Away,Tottenham 0-1 Everton
West Brom,0.21,0,Home,West Brom 0-3 Leicester
Leicester,3.23,3,Away,West Brom 0-3 Leicester
West Ham,1.22,0,Home,West Ham 0-2 Newcastle
Newcastle,1.59,2,Away,West Ham 0-2 Newcastle
FT: Liverpool,3.36,4,Home,FT: Liverpool 4-3 Leeds
Leeds,0.45,3,Away,FT: Liverpool 4-3 Leeds
Fulham,0.14,0,Home,Fulham 0-3 Arsenal
Arsenal,2.40,3,Away,Fulham 0-3 Arsenal
Iceland,0.81,0,Home,Iceland 0-1 England
England,1.52,1,Away,Iceland 0-1 England
Arsenal,0.96,1,Home,Arsenal 1-1 Liverpool
Liverpool,2.07,1,Away,Arsenal 1-1 Liverpool
PSG,1.05,0,Home,PSG 0-1 Bayern
Bayern,1.26,1,Away,PSG 0-1 Bayern
Sevilla,0.98,3,Home,Sevilla 3-2 Inter
Inter,1.91,2,Away,Sevilla 3-2 Inter
Lyon,1.88,0,Home,Lyon 0-3 Bayern
Bayern,2.71,3,Away,Lyon 0-3 Bayern
RB Leipzig,1.27,0,Home,RB Leipzig 0-3 PSG
PSG,3.32,3,Away,RB Leipzig 0-3 PSG
Inter,1.60,5,Home,Inter 5-0 Shakhtar
Shakhtar,0.79,0,Away,Inter 5-0 Shakhtar
Sevilla,1.37,2,Home,Sevilla 2-1 Man Utd
Man Utd,2.69,1,Away,Sevilla 2-1 Man Utd
Raheem Sterling,1.34,0,Home,Raheem Sterling 0-3 Lyon
Lyon,0.83,3,Away,Raheem Sterling 0-3 Lyon
Man City,3.06,1,Home,Man City 1-3 Lyon
Lyon,0.83,3,Away,Man City 1-3 Lyon
Barcelona,1.04,2,Home,Barcelona 2-8 Bayern
Bayern,5.59,8,Away,Barcelona 2-8 Bayern
RB Leipzig,1.18,2,Home,RB Leipzig 2-1 2-1 (1.18) Atletico
2-1 (1.18) Atletico,1.18,1,Away,RB Leipzig 2-1 2-1 (1.18) Atletico
Atalanta,0.58,1,Home,Atalanta 1-2 PSG
PSG,3.29,2,Away,Atalanta 1-2 PSG
Wolves,1.26,0,Home,Wolves 0-1 Sevilla
Sevilla,1.35,1,Away,Wolves 0-1 Sevilla
Shakhtar,1.70,4,Home,Shakhtar 4-1 Basel
Basel,2.08,1,Away,Shakhtar 4-1 Basel
Man Utd,3.69,1,Home,Man Utd 1-0 Copenhagen
Copenhagen,0.77,0,Away,Man Utd 1-0 Copenhagen
Inter Milan,3.17,2,Home,Inter Milan 2-1 Leverkusen
Leverkusen,0.72,1,Away,Inter Milan 2-1 Leverkusen
